#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
33303	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Meewan I (2022)	35745663	232197	10193	Thiram	Thiram|Nomersan|Thiuramyl|Tiuramyl|Thiurad|Thylate|Tulisan|Tyradin|Tuads|Vanguard GF|Tetramethylthiuram disulfide|Bis(dimethylthiocarbamoyl) disulfide|Bis(dimethylthiocarbamyl) disulfide|Bis[(dimethylamino)carbonothioyl] disulfide|Basultra|Betoxin|[Dithiobis(carbonothioylnitrilo)]tetramethane|[Disulfanediylbis(carbonothioylnitrilo)]tetramethane|Methane, [dithiobis(carbonothioylnitrilo)]tetrakis-|[Disulfanediylbis(carbonothioylnitrilo)]tetramethan|Methane, 1,1',1'',1'''-[dithiobis(carbonothioylnitrilo)]tetrakis-|MFCD00008325|JO1400000	-	CHEMSPIDER	5256	C6H12N2S4	small molecule	-	137-26-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	KUAZQDVKQLNFPE-UHFFFAOYSA-N
33308	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Puhl AC (2022)	35609344	231752	10161	Pyronaridine	Pyronaridine|4-[(7-Chloro-2-methoxybenzo[b]-1,5-naphthyridin-10-yl)amino]-2,6-bis(1-pyrrolidinylmethyl)phenol|4-[(7-chloro-2-methoxybenzo[b][1,5]naphthyridin-10-yl)amino]-2,6-bis(pyrrolidin-1-ylmethyl)phenol|Phenol, 4-[(7-chloro-2-methoxybenzo[b][1,5]naphthyridin-10-yl)amino]-2,6-bis(1-pyrrolidinylmethyl)-|4-({7-chloro-2-methoxybenzo[b]1,5-naphthyridin-10-yl}amino)-2,6-bis[(pyrrolidin-1-yl)methyl]phenol|4-[(7-Chloro-2-methoxybenzo[b][1,5]naphthyridin-10-yl)amino]-2,6-bis(1-pyrrolidinylmethyl)phenol	-	CHEMSPIDER	10647812	C29H32ClN5O2	small molecule	-	74847-35-1	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	DJUFPMUQJKWIJB-UHFFFAOYSA-N
33309	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Chaves OA (2022)	35759391	231762	5560	Apixaban	apixabn|apixabanum	eliquis	DRUGBANK	DB06605	C25H25N5O4	small molecule	B01AF02	503612-47-3	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	QNZCBYKSOIHPEH-UHFFFAOYSA-N
33310	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Chaves OA (2022)	35759391	231762	5535	Rivaroxaban	Xarelto|BAY 59-7939|BAY59-7939	xarelto	DRUGBANK	DB06228	C19H18ClN3O5S	small molecule	B01AF01	366789-02-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	KGFYHTZWPPHNLQ-AWEZNQCLSA-N
33311	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Chaves OA (2022)	35759391	231762	10206	GC376	Sodium (2S)-2-({N-[(benzyloxy)carbonyl]-L-leucyl}amino)-1-hydroxy-3-(2-oxo-3-pyrrolidinyl)-1-propanesulfonate|3-Pyrrolidinepropanesulfonic acid, alpha-hydroxy-beta-[[(2S)-4-methyl-1-oxo-2-[[(phenylmethoxy)carbonyl]amino]pentyl]amino]-2-oxo-, sodium salt, (betaS)- (1:1)	-	CHEMSPIDER	29396096	C21H30N3NaO8S	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	BSPJDKCMFIPBAW-JPBGFCRCSA-M
33312	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Chaves OA (2022)	35759391	231762	5577	Dabigatran etexilate	Ethyl 3-[[[4-[[[(hexyloxyl)carbonyl]amino]iminomethyl]phenyl]amino]methyl]-1-methyl-1H-benzimidazol-5-yl]carbonyl](pyridin-2-yl)amino] propanoate|Dabigatran	pradaxa	DRUGBANK	DB06695	C34H41N7O5	small molecule	B01AE07	211915-06-9	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	KSGXQBZTULBEEQ-UHFFFAOYSA-N
33313	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Thoene J (2022)	36115282	231753	10210	Cysteamine HCl	mea hydrochloride|Cysteamine Hydrochloride|2-Aminoethanethiol Hydrochloride|2-Mercaptoethylammonium chloride|2-Mercaptoethylamine hydrochloride|1-Aminoethane-2-thiol hydrochloride|.beta.-Mercaptoethylamine hydrochloride|1-Amino-2-mercaptoethane hydrochloride|2-Mercapto  ethyl  amine hydrochloride|beta-Mercapto  ethylamine hydrochloride|Cysteinamine Hydrochloride|b-Mercaptoethylamine Hydrochloride|2-Mercaptoethanamine Hydrochloride|Aminoethanethiol hydrochloride|Ethanethiol, 2-amino-, hydrochloride (1:1)|2-Aminoethanethiol hydrochloride (1:1)|IF1B771SVB|2-amino-ethanethiol, monohydrochloride|KJ0200000	-	CHEMSPIDER	8729	C2H8ClNS	small molecule	-	16904-32-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, effective against alpha, beta, lambda, gamma, delta and omicron variants	OGMADIBCHLQMIP-UHFFFAOYSA-N
33314	4383860	43740578	GU280_gp01_nsp12	nsp12	ORF1ab|ORF1ab-nsp12|SARS-CoV2 nsp12|SARS-CoV-2 nsp12|RNA-directed RNA polymerase|R1AB_SARS2|PRO_0000449629	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Cao L (2022)	35579533	231759	10205	ATV006	[(2R,3S,4R,5R)-5-(4-Aminopyrrolo[2,1-f][1,2,4]triazin-7-yl)-5-cyano-3,4-dihydroxytetrahydro-2-furanyl]methyl 2-methylpropanoate (non-preferred name)	-	CHEMSPIDER	115037299	C16H19N5O5	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: RdRp inhibitor; effective against early strain B.1, and two prevalent SARS-CoV variants of concern (VOC), the Beta (B.1.351) and Delta (B.1.671.2) variants	YIHPGVCWGSURHO-VSBTWAGUSA-N
33315	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Vandyck K (2021)	34029993	243376	10231	PF-07304814	1H-Indole-2-carboxamide, 4-methoxy-N-[(1S)-3-methyl-1-[[[(1S)-2-oxo-1-[[(3S)-2-oxo-3-pyrrolidinyl]methyl]-3-(phosphonooxy)propyl]amino]carbonyl]butyl]-|(3S)-3-({N-[(4-Methoxy-1H-indol-2-yl)carbonyl]-L-leucyl}amino)-2-oxo-4-[(3S)-2-oxo-3-pyrrolidinyl]butyl dihydrogen phosphate	-	CHEMSPIDER	114935506	C24H33N4O9P	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	FQKALOFOWPDTED-WBAXXEDZSA-N
33316	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Curreli F (2021)	35062273	231003	10194	NBCoV1	(Z)-2-Chloro-5-(5-((4-oxo-3-phenethyl-2-thioxothiazolidin-5-ylidene)methyl)furan-2-yl)benzoic acid|MFCD03103051|Benzoic acid, 2-chloro-5-[5-[(Z)-[4-oxo-3-(2-phenylethyl)-2-thioxo-5-thiazolidinylidene]methyl]-2-furanyl]-|2-Chloro-5-(5-{(Z)-[4-oxo-3-(2-phenylethyl)-2-thioxo-1,3-thiazolidin-5-ylidene]methyl}-2-furyl)benzoic acid	-	CHEMSPIDER	1701907	C23H16ClNO4S2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, NBCoV Small Molecules Neutralize the SARS-CoV-2 Variants B.1.1.7 UK (Alpha), B.1.351 RSA (Beta), and B.1.617.2 India (Delta)	NWSIRTZGRAGTPQ-MOSHPQCFSA-N
33317	4383915	1489668	SARS-CoV-2	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	694009	Severe acute respiratory syndrome-related coronavirus	sars-cov inhibitor	target	Curreli F (2021)	35062273	231003	10194	NBCoV1	(Z)-2-Chloro-5-(5-((4-oxo-3-phenethyl-2-thioxothiazolidin-5-ylidene)methyl)furan-2-yl)benzoic acid|MFCD03103051|Benzoic acid, 2-chloro-5-[5-[(Z)-[4-oxo-3-(2-phenylethyl)-2-thioxo-5-thiazolidinylidene]methyl]-2-furanyl]-|2-Chloro-5-(5-{(Z)-[4-oxo-3-(2-phenylethyl)-2-thioxo-1,3-thiazolidin-5-ylidene]methyl}-2-furyl)benzoic acid	-	CHEMSPIDER	1701907	C23H16ClNO4S2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV direct chemical interaction : Spike-ACE2 interaction inhibitor	NWSIRTZGRAGTPQ-MOSHPQCFSA-N
33318	4383879	14254594	G128_gp02	S	spike|MERS-CoV S|MERS-CoV spike|S protein|surface|SPIKE_CVEMC|PRO_0000422465	1335626	Middle-East Respiratory Syndrome-related Coronavirus	mers-cov inhibitor	target	Curreli F (2021)	35062273	231003	10194	NBCoV1	(Z)-2-Chloro-5-(5-((4-oxo-3-phenethyl-2-thioxothiazolidin-5-ylidene)methyl)furan-2-yl)benzoic acid|MFCD03103051|Benzoic acid, 2-chloro-5-[5-[(Z)-[4-oxo-3-(2-phenylethyl)-2-thioxo-5-thiazolidinylidene]methyl]-2-furanyl]-|2-Chloro-5-(5-{(Z)-[4-oxo-3-(2-phenylethyl)-2-thioxo-1,3-thiazolidin-5-ylidene]methyl}-2-furyl)benzoic acid	-	CHEMSPIDER	1701907	C23H16ClNO4S2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project MERS-CoV direct chemical interaction : Spike-ACE2 interaction inhibitor	NWSIRTZGRAGTPQ-MOSHPQCFSA-N
33319	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Curreli F (2021)	35062273	231003	10241	NBCoV2	Benzoic acid, 3-[5-[(Z)-[4-oxo-3-(2-phenylethyl)-2-thioxo-5-thiazolidinylidene]methyl]-2-furanyl]-|3-(5-{(Z)-[4-Oxo-3-(2-phenylethyl)-2-thioxo-1,3-thiazolidin-5-ylidene]methyl}-2-furyl)benzoic acid	-	CHEMSPIDER	24635738	C23H17NO4S2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, NBCoV Small Molecules Neutralize the SARS-CoV-2 Variants B.1.1.7 UK (Alpha), B.1.351 RSA (Beta), and B.1.617.2 India (Delta)	WAJXCRXCBWHFKY-ZHZULCJRSA-N
33320	4383915	1489668	SARS-CoV-2	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	694009	Severe acute respiratory syndrome-related coronavirus	sars-cov inhibitor	target	Curreli F (2021)	35062273	231003	10241	NBCoV2	Benzoic acid, 3-[5-[(Z)-[4-oxo-3-(2-phenylethyl)-2-thioxo-5-thiazolidinylidene]methyl]-2-furanyl]-|3-(5-{(Z)-[4-Oxo-3-(2-phenylethyl)-2-thioxo-1,3-thiazolidin-5-ylidene]methyl}-2-furyl)benzoic acid	-	CHEMSPIDER	24635738	C23H17NO4S2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV direct chemical interaction : Spike-ACE2 interaction inhibitor	WAJXCRXCBWHFKY-ZHZULCJRSA-N
33321	4383879	14254594	G128_gp02	S	spike|MERS-CoV S|MERS-CoV spike|S protein|surface|SPIKE_CVEMC|PRO_0000422465	1335626	Middle-East Respiratory Syndrome-related Coronavirus	mers-cov inhibitor	target	Curreli F (2021)	35062273	231003	10241	NBCoV2	Benzoic acid, 3-[5-[(Z)-[4-oxo-3-(2-phenylethyl)-2-thioxo-5-thiazolidinylidene]methyl]-2-furanyl]-|3-(5-{(Z)-[4-Oxo-3-(2-phenylethyl)-2-thioxo-1,3-thiazolidin-5-ylidene]methyl}-2-furyl)benzoic acid	-	CHEMSPIDER	24635738	C23H17NO4S2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project MERS-CoV direct chemical interaction : Spike-ACE2 interaction inhibitor	WAJXCRXCBWHFKY-ZHZULCJRSA-N
33324	4383860	43740578	GU280_gp01_nsp12	nsp12	ORF1ab|ORF1ab-nsp12|SARS-CoV2 nsp12|SARS-CoV-2 nsp12|RNA-directed RNA polymerase|R1AB_SARS2|PRO_0000449629	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Latha D (2022)	35403091	246232	10249	Andrographidine C	Andrographidine C|7,8-Dimethoxy-4-oxo-2-phenyl-4H-chromen-5-yl beta-D-glucopyranoside|4H-1-Benzopyran-4-one, 5-(beta-D-glucopyranosyloxy)-7,8-dimethoxy-2-phenyl-	-	CHEMSPIDER	10306100	C23H24O10	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: RdRp inhibitor; target determined by molecular docking	WGCQDTNINMCFAY-PUIBNRJISA-N
33325	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Latha D (2022)	35403091	246232	1782	Kaempherol	-	-	DRUGBANK	DB01852	C15H10O6	small molecule	-	520-18-3	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, target determined by molecular docking	IYRMWMYZSQPJKC-UHFFFAOYSA-N
33326	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Latha D (2022)	35403091	246232	7740	Clinofibrate	-	-	DRUGBANK	DB09006	C28H36O6	small molecule	-	30299-08-2	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor, target determined by molecular docking	OGGAHXJZRRGBTK-UHFFFAOYNA-N
33327	4383850	43740578	GU280_gp01_nsp1	nsp1	ORF1ab|ORF1ab-nsp1|SARS-CoV2 nsp1|SARS-CoV-2 nsp1|leader protein|R1AB_SARS2|PRO_0000449619	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Kumar P (2022)	35425590	246233	10272	Mitoxantrone dihydrochloride	MITOZANTRONE|Novantron|Onkotrone|Mitoxantrone hydrochloride|Mitoxantrone dihydrochloride|MITOXANTHRONE HYDROCHLORIDE|1,4-Dihydroxy-5,8-bis[[2-[(2-hydroxyethyl)amino]ethyl]amino]-9,10-anthracenedione dihydrochloride|1,4-Dihydroxy-5,8-bis[[2-[(2-hydroxyethyl)amino]ethyl]amino]-9,10-anthraquinone Dihydrochloride|novatrone|Mitoxantrone 2HCl|MITOXANTRONE HCl|9,10-Anthracenedione, 1,4-dihydroxy-5,8-bis[[2-[(2-hydroxyethyl)amino]ethyl]amino]-, hydrochloride (1:2)|1,4-Dihydroxy-5,8-bis({2-[(2-hydroxyethyl)amino]ethyl}amino)anthracen-9,10-diondihydrochlorid|1,4-dihydroxy-5,8-bis({2-[(2-hydroxyethyl)amino]ethyl}amino)anthracene-9,10-dione dihydrochloride|9,10-anthracenedione, 1,4-dihydroxy-5,8-bis[[2-[(2-hydroxyethyl)amino]ethyl]amino]-, dihydrochloride|1,4-Dihydroxy-5,8-bis({2-[(2-hydroxyethyl)amino]ethyl}amino)-9,10-anthraquinone dihydrochloride|NSC-310739|MFCD00242943|UNII-U6USW86RD0|U6USW86RD0|CB5748500	-	CHEMSPIDER	46292	C22H30Cl2N4O6	small molecule	-	70476-82-3	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: NSP1 binder	ZAHQPTJLOCWVPG-UHFFFAOYSA-N
33328	4383860	43740578	GU280_gp01_nsp12	nsp12	ORF1ab|ORF1ab-nsp12|SARS-CoV2 nsp12|SARS-CoV-2 nsp12|RNA-directed RNA polymerase|R1AB_SARS2|PRO_0000449629	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Schaefer A (2022)	35315683	246120	10182	GS-621763	(2R,3R,4R,5R)-2-(4-Aminopyrrolo[2,1-f][1,2,4]triazin-7-yl)-2-cyano-5-[(isobutyryloxy)methyl]tetrahydrofuran-3,4-diyl bis(2-methylpropanoate) (non-preferred name)	-	CHEMSPIDER	115010292	C24H31N5O7	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: RdRp inhibitor	RVSSLHFYCSUAHY-JQGROFRJSA-N
33333	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Choudhary S (2022)	888800000862	239394	10284	Lithocholic acid	Lithocholic acid|3alpha-hydroxy-5beta-cholanic acid|3alpha-hydroxy-5beta-cholan-24-oic acid|3-alpha-Hydroxy-5-beta-cholanic acid|5beta-Cholan-24-oic acid, 3alpha-hydroxy-|(3alpha,5beta)-3-Hydroxycholan-24-oic acid|5-beta-Cholan-24-oic acid, 3-alpha-hydroxy-|4-10-00-00785 (Beilstein Handbook Reference)|Cholan-24-oic acid, 3-hydroxy-, (3alpha,5beta)-|Cholan-24-oic acid, 3-hydroxy-, (3-alpha,5-beta)- (9CI)|Cholan-24-oic acid, 3-hydroxy-, (3.alpha.,5.beta.)-|3a-Hydroxycholanic Acid|3a-Hydroxy-5b-cholan-24-oic Acid|17b-(1-Methyl-3-carboxypropyl)etiocholan-3a-ol|(3a,5b)-3-hydroxycholan-24-oic acid|(3a,5b)-3-hydroxy-cholan-24-oic acid|5beta-Cholan-24-oic acid-3alpha-ol|4-10-00-00785|(4R)-4-[(3R,5R,8R,9S,10S,13R,14S,17R)-3-Hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid|3217757|cholan-24-oic acid, 3-hydroxy-, (3a,5b)-|MFCD00003682|5QU0I8393U|FZ2275000	-	CHEMSPIDER	9519	C24H40O3	small molecule	-	434-13-9	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	SMEROWZSTRWXGI-HVATVPOCSA-N
33334	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Thijssen V (2023)	37339194	246123	7626	Linagliptin	(R)-8-(3-Aminopiperidin-1-yl)-7-but-2-ynyl-3-methyl-1-(4-methylquinazolin-2-ylmethyl)-3,7-dihydro-purine-2,6-dione|BI 1356|Tradjenta|BI-1356|Trajenta	jentadueto xr|glyxambi|tradjen	DRUGBANK	DB08882	C25H28N8O2	small molecule	A10BD19|A10BH05|A10BD11	668270-12-0	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	LTXREWYXXSTFRX-QGZVFWFLSA-N
33335	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Thijssen V (2023)	37339194	246123	10180	flupenthixol	2-Trifluoromethyl-9-(3-(4-(2-hydroxyethyl)piperazin-1-yl)propylidene)thioxanthene|2-Trifluoromethyl-9-(3-(4-(beta-hydroxyethyl)-1-piperazinyl)propylidene)thioxanthene|2-Trifluoromethyl-9-[3-[4-(b-hydroxyethyl)-1-piperazinyl]propylidene]thioxanthene|trans-Flupenthixol|<i>trans</i>-flupenthixol|(E)-Flupentixol|FLUPENTIXOL, (E)-|1-Piperazineethanol, 4-[(3E)-3-[2-(trifluoromethyl)-9H-thioxanthen-9-ylidene]propyl]-|trans-(E)-Flupentixol|trans-Flupentixol|2-(4-{(3E)-3-[2-(Trifluoromethyl)-9H-thioxanthen-9-ylidene]propyl}-1-piperazinyl)ethanol|2-(4-{(3E)-3-[2-(Trifluoromethyl)-9H-thioxanthen-9-ylidene]propyl}piperazin-1-yl)ethanol|Flupentiol	-	CHEMSPIDER	4445171	C23H25F3N2OS	small molecule	-	53772-85-3	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	NJMYODHXAKYRHW-BLLMUTORSA-N
33336	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Thijssen V (2023)	37339194	246123	10312	Teneligliptin	Q15269678|((2S,4S)-4-(4-(3-METHYL-1-PHENYL-1H-PYRAZOL-5-YL)PIPERAZIN-1-YL)PYRROLIDIN-2-YL)(1,3-THIAZOLIDIN-3-YL)METHANONE|NCGC00378896-03|3-{(2S,4S)-4-[4-(3-METHYL-1-PHENYL-1H-PYRAZOL-5-YL)PIPERAZIN-1-YL]PYRROLIDIN-2-YLCARBONYL}THIAZOLIDINE|((2S,4S)-4-(4-(3-METHYL-1-PHENYL-1H-PYRAZOL-5-YL)PIPERAZIN-1-YL)PYRROLIDIN-2-YL)(THIAZOLIDIN-3-YL)METHANONE|AS-83281|CS-0882|TENELIGLIPTIN [WHO-DD]|AC-27649|TENELIGLIPTIN (INN)|760937-92-6|TENELI|TENELIGLIPTIN [MI]|[(2S,4S)-4-[4-(5-METHYL-2-PHENYLPYRAZOL-3-YL)PIPERAZIN-1-YL]PYRROLIDIN-2-YL]-(1,3-THIAZOLIDIN-3-YL)METHANONE|AKOS025401965|D08616|AMY40806|MFCD13195565|WGRQANOPCQRCME-PMACEKPBSA-N|HY-14806|M51|NCGC00378896-04|28ZHI4CF9C|906093-29-6|TELIGLIETIN|DB11950|TENELIGLIPTIN|MP-513|((2S,4S)-4-(4-(3-METHYL-1-PHENYL-1H-PYRAZOL-5-YL)PIPERAZIN-1-YL)PYRROLIDIN-2-YL)(THIAZOLIDIN-3-YL)METHANONE HYDROBROMIDE|NCGC00378896-02|GTPL9906|TENELIGLIPTIN  (CONTAIN AROUND 5% HEXANES)|DTXSID30997419|{(2S,4S)-4-[4-(3-METHYL-1-PHENYL-1H-PYRAZOL-5-YL)PIPERAZIN-1-YL]PYRROLIDIN-2-YL}(1,3-THIAZOLIDIN-3-YL)METHANONE|MP513|UNII-28ZHI4CF9C|COMPOUND 8G [PMID: 22959556]|TENELIGLIPTIN [INN]|{4-[4-(3-METHYL-1-PHENYL-1H-PYRAZOL-5-YL)PIPERAZIN-1-YL]PYRROLIDIN-2-YL}(1,3-THIAZOLIDIN-3-YL)METHANONE	-	PUBCHEM	11949652	C22H30N6OS	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	WGRQANOPCQRCME-PMACEKPBSA-N
